,File,FileID,Group
0,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_0.tif,OriginalImage_0.tif,train
1,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_1.tif,OriginalImage_1.tif,train
2,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_10.tif,OriginalImage_10.tif,train
3,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_100.tif,OriginalImage_100.tif,train
4,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_101.tif,OriginalImage_101.tif,train
5,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_102.tif,OriginalImage_102.tif,train
6,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_103.tif,OriginalImage_103.tif,train
7,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_104.tif,OriginalImage_104.tif,train
8,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_105.tif,OriginalImage_105.tif,train
9,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_106.tif,OriginalImage_106.tif,train
10,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_107.tif,OriginalImage_107.tif,train
11,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_108.tif,OriginalImage_108.tif,train
12,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_109.tif,OriginalImage_109.tif,train
13,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_11.tif,OriginalImage_11.tif,train
14,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_110.tif,OriginalImage_110.tif,train
15,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_111.tif,OriginalImage_111.tif,eval
16,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_112.tif,OriginalImage_112.tif,train
17,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_113.tif,OriginalImage_113.tif,train
18,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_114.tif,OriginalImage_114.tif,train
19,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_115.tif,OriginalImage_115.tif,train
20,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_116.tif,OriginalImage_116.tif,train
21,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_117.tif,OriginalImage_117.tif,eval
22,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_118.tif,OriginalImage_118.tif,train
23,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_119.tif,OriginalImage_119.tif,train
24,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_12.tif,OriginalImage_12.tif,train
25,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_120.tif,OriginalImage_120.tif,train
26,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_121.tif,OriginalImage_121.tif,train
27,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_122.tif,OriginalImage_122.tif,train
28,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_123.tif,OriginalImage_123.tif,train
29,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_124.tif,OriginalImage_124.tif,eval
30,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_125.tif,OriginalImage_125.tif,train
31,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_126.tif,OriginalImage_126.tif,eval
32,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_127.tif,OriginalImage_127.tif,train
33,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_128.tif,OriginalImage_128.tif,train
34,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_129.tif,OriginalImage_129.tif,train
35,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_13.tif,OriginalImage_13.tif,train
36,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_130.tif,OriginalImage_130.tif,eval
37,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_131.tif,OriginalImage_131.tif,train
38,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_132.tif,OriginalImage_132.tif,train
39,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_133.tif,OriginalImage_133.tif,train
40,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_134.tif,OriginalImage_134.tif,train
41,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_135.tif,OriginalImage_135.tif,eval
42,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_136.tif,OriginalImage_136.tif,train
43,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_137.tif,OriginalImage_137.tif,train
44,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_138.tif,OriginalImage_138.tif,train
45,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_139.tif,OriginalImage_139.tif,train
46,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_14.tif,OriginalImage_14.tif,train
47,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_140.tif,OriginalImage_140.tif,train
48,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_141.tif,OriginalImage_141.tif,train
49,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_142.tif,OriginalImage_142.tif,eval
50,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_143.tif,OriginalImage_143.tif,train
51,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_144.tif,OriginalImage_144.tif,train
52,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_145.tif,OriginalImage_145.tif,train
53,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_146.tif,OriginalImage_146.tif,train
54,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_147.tif,OriginalImage_147.tif,train
55,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_148.tif,OriginalImage_148.tif,eval
56,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_149.tif,OriginalImage_149.tif,train
57,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_15.tif,OriginalImage_15.tif,train
58,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_150.tif,OriginalImage_150.tif,train
59,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_151.tif,OriginalImage_151.tif,train
60,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_152.tif,OriginalImage_152.tif,train
61,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_153.tif,OriginalImage_153.tif,train
62,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_154.tif,OriginalImage_154.tif,train
63,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_155.tif,OriginalImage_155.tif,train
64,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_156.tif,OriginalImage_156.tif,train
65,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_157.tif,OriginalImage_157.tif,train
66,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_158.tif,OriginalImage_158.tif,train
67,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_159.tif,OriginalImage_159.tif,train
68,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_16.tif,OriginalImage_16.tif,train
69,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_160.tif,OriginalImage_160.tif,eval
70,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_161.tif,OriginalImage_161.tif,train
71,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_162.tif,OriginalImage_162.tif,eval
72,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_163.tif,OriginalImage_163.tif,train
73,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_164.tif,OriginalImage_164.tif,train
74,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_165.tif,OriginalImage_165.tif,train
75,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_166.tif,OriginalImage_166.tif,train
76,Z:\Speciale\TNBC\Data\D E19_Thomas GDC images TCGA-C8-A3M7-01Z-00-DX1 846C75F1-2E7E-44F7-B21F-C246141558FA svs\OriginalImage_167.tif,OriginalImage_167.tif,train
